listing_url,new_price
https://www.airbnb.com/rooms/23497279,234.0
https://www.airbnb.com/rooms/23537290,121.0
https://www.airbnb.com/rooms/23637013,247.0
https://www.airbnb.com/rooms/23645146,NaN
https://www.airbnb.com/rooms/23668213,286.0
https://www.airbnb.com/rooms/23747900,228.0
https://www.airbnb.com/rooms/23781779,229.0
https://www.airbnb.com/rooms/23788667,273.0
https://www.airbnb.com/rooms/23798972,NaN
https://www.airbnb.com/rooms/23801436,100.0
https://www.airbnb.com/rooms/23809331,103.0
https://www.airbnb.com/rooms/23825943,182.0
https://www.airbnb.com/rooms/23857705,195.0
https://www.airbnb.com/rooms/23877381,234.0
https://www.airbnb.com/rooms/23896130,195.0
https://www.airbnb.com/rooms/23920325,156.0
https://www.airbnb.com/rooms/23922685,156.0
https://www.airbnb.com/rooms/23963573,189.0
https://www.airbnb.com/rooms/24077088,254.0
https://www.airbnb.com/rooms/24182013,196.0
https://www.airbnb.com/rooms/24215446,221.0
https://www.airbnb.com/rooms/24248825,195.0
https://www.airbnb.com/rooms/24321571,234.0
https://www.airbnb.com/rooms/24341001,182.0
https://www.airbnb.com/rooms/24529348,NaN
https://www.airbnb.com/rooms/24555524,156.0
https://www.airbnb.com/rooms/24592843,130.0
https://www.airbnb.com/rooms/24615874,169.0
https://www.airbnb.com/rooms/24735277,195.0
https://www.airbnb.com/rooms/24752793,237.0
https://www.airbnb.com/rooms/24767904,226.0
https://www.airbnb.com/rooms/24860726,116.0
https://www.airbnb.com/rooms/24875647,195.0
https://www.airbnb.com/rooms/24893201,195.0
https://www.airbnb.com/rooms/24941310,NaN
https://www.airbnb.com/rooms/24964873,325.0
https://www.airbnb.com/rooms/25067533,195.0
https://www.airbnb.com/rooms/25078849,195.0
https://www.airbnb.com/rooms/25092638,NaN
https://www.airbnb.com/rooms/25129647,208.0
https://www.airbnb.com/rooms/25136425,234.0
https://www.airbnb.com/rooms/25221332,228.0
https://www.airbnb.com/rooms/25222738,167.0
https://www.airbnb.com/rooms/25274234,102.0
https://www.airbnb.com/rooms/25276953,259.0
https://www.airbnb.com/rooms/25285084,293.0
https://www.airbnb.com/rooms/25309577,195.0
https://www.airbnb.com/rooms/25315864,282.0
https://www.airbnb.com/rooms/25338431,NaN
https://www.airbnb.com/rooms/25339003,234.0
https://www.airbnb.com/rooms/25348879,195.0
https://www.airbnb.com/rooms/25362100,234.0
https://www.airbnb.com/rooms/25390598,NaN
https://www.airbnb.com/rooms/25457100,286.0
https://www.airbnb.com/rooms/25532287,228.0
https://www.airbnb.com/rooms/25730383,182.0
https://www.airbnb.com/rooms/25766183,195.0
https://www.airbnb.com/rooms/25779440,117.0
https://www.airbnb.com/rooms/25864089,396.0
https://www.airbnb.com/rooms/25926779,NaN
https://www.airbnb.com/rooms/25945984,NaN
https://www.airbnb.com/rooms/25952542,234.0
https://www.airbnb.com/rooms/26019016,176.0
https://www.airbnb.com/rooms/26048616,234.0
https://www.airbnb.com/rooms/26055998,234.0
https://www.airbnb.com/rooms/26059549,91.0
https://www.airbnb.com/rooms/26069102,130.0
https://www.airbnb.com/rooms/26098103,195.0
https://www.airbnb.com/rooms/26123218,260.0
https://www.airbnb.com/rooms/26135157,168.0
https://www.airbnb.com/rooms/26216687,221.0
https://www.airbnb.com/rooms/26220223,130.0
https://www.airbnb.com/rooms/26267731,163.0
https://www.airbnb.com/rooms/26287211,87.0
https://www.airbnb.com/rooms/26311464,255.0
https://www.airbnb.com/rooms/26314419,194.0
https://www.airbnb.com/rooms/26383327,195.0
https://www.airbnb.com/rooms/26421685,208.0
https://www.airbnb.com/rooms/26545253,195.0
https://www.airbnb.com/rooms/26566031,254.0
https://www.airbnb.com/rooms/26579928,357.0
https://www.airbnb.com/rooms/26592097,195.0
https://www.airbnb.com/rooms/26595774,NaN
https://www.airbnb.com/rooms/26597049,156.0
https://www.airbnb.com/rooms/26621784,390.0
https://www.airbnb.com/rooms/26637548,208.0
https://www.airbnb.com/rooms/26728894,NaN
https://www.airbnb.com/rooms/26857128,259.0
https://www.airbnb.com/rooms/26863803,195.0
https://www.airbnb.com/rooms/26891765,NaN
https://www.airbnb.com/rooms/26911035,129.0
https://www.airbnb.com/rooms/26947062,191.0
https://www.airbnb.com/rooms/26976265,247.0
https://www.airbnb.com/rooms/27015807,154.0
https://www.airbnb.com/rooms/27045066,65.0
https://www.airbnb.com/rooms/27076909,NaN
https://www.airbnb.com/rooms/27081316,111.0
https://www.airbnb.com/rooms/27122435,228.0
https://www.airbnb.com/rooms/27166098,234.0
https://www.airbnb.com/rooms/27214035,714.0
https://www.airbnb.com/rooms/27272939,163.0
https://www.airbnb.com/rooms/27391441,NaN
https://www.airbnb.com/rooms/27516421,168.0
https://www.airbnb.com/rooms/27539174,111.0
https://www.airbnb.com/rooms/27571132,NaN
https://www.airbnb.com/rooms/27619136,NaN
https://www.airbnb.com/rooms/27686787,NaN
https://www.airbnb.com/rooms/27695900,NaN
https://www.airbnb.com/rooms/27728221,NaN
https://www.airbnb.com/rooms/27776173,195.0
https://www.airbnb.com/rooms/27782723,195.0
https://www.airbnb.com/rooms/27832815,130.0
https://www.airbnb.com/rooms/27950537,NaN
